,Class,return,ret_1,ret_2,ret_3,ret_4,ret_5,return_sign,EMA_12,EMA_26,10 Day ROI,20 Day ROI,30 Day ROI,Momentum,MACD_12_26,Williams,ATR_14,CCI,10_day_RSI,14_day_RSI,30_day_RSI,SRSI_10,SRSI_14,SRSI_30
1484,1,0.003275464899958447,0.004724859454424246,0.006146863328001739,-0.006895015885759803,0.002388232369495924,0.006184587497530369,1.0,9091.099166944487,9005.236032634846,0.002190349723029739,0.025481253805060184,0.043384575570220525,87.4501953125,85.86313430964037,-14.199511175569958,65.49906250915367,84.1417515517229,52.47621000325642,69.40013390416638,65.88779762800577,0.5198919422305125,0.6846744972578345,0.709548556787335
1485,1,0.0,0.003275464899958447,0.004724859454424246,0.006146863328001739,-0.006895015885759803,0.002388232369495924,0.0,9103.814679722258,9017.718548735967,0.0014956463779802985,0.03078738166802438,0.051468794873749356,65.75,86.09613098629052,-22.426046821889454,62.045932299599855,81.61210625663031,51.7189747661513,69.03249668599383,69.8194629663313,0.5122419896702038,0.6807739877311627,0.7777295645596106
1486,1,0.006987285393105225,0.0,0.003275464899958447,0.004724859454424246,0.006146863328001739,-0.006895015885759803,1.0,9124.435438130373,9034.024553227748,0.012161918378273925,0.03824646247085009,0.052386603938824335,192.6494140625,90.41088490262518,-3.3178528998811965,63.31975590965321,109.8547306279092,62.92505867583647,63.96629355707854,70.10446606517985,0.6254512093357547,0.6270232449020902,0.78267194821274
1487,1,0.002955317785461098,0.006987285393105225,0.0,0.003275464899958447,0.004724859454424246,0.006146863328001739,1.0,9146.083892360315,9051.144985627545,0.01574854910102505,0.03365893587162187,0.05026810994417286,164.3505859375,94.93890673277019,-3.436755641303973,62.677121788366115,114.66440262009321,65.91342804349802,65.95600928266688,69.66954141236502,0.6556411460622684,0.6481334719395044,0.775129698661421
1488,0,-0.00034540133484917135,0.002955317785461098,0.006987285393105225,0.0,0.003275464899958447,0.004724859454424246,-1.0,9163.909477429881,9066.760186344949,0.02563548826393687,0.035213290741185024,0.043106359985222664,118.150390625,97.14929108493197,-4.693702989133562,60.86691700825064,102.26636505292002,81.84319119669877,60.83693756403539,67.8363195843823,0.8165712328406003,0.5938218108256216,0.7433388668010399
1489,0,-0.006872244968150865,-0.00034540133484917135,0.002955317785461098,0.006987285393105225,0.0,0.003275464899958447,-1.0,9169.200297007977,9076.503861777732,0.012326249673406188,0.0307026888379614,0.0326060955280181,24.5498046875,92.6964352302457,-29.693798880753018,62.598072865483886,70.87961179698662,65.08211208483688,53.43511450381679,63.10752435121454,0.6472427946190665,0.5152909115205059,0.6613344242043502
1490,1,-0.0018318178068531532,-0.006872244968150865,-0.00034540133484917135,0.002955317785461098,0.006987285393105225,0.0,-1.0,9171.084896747136,9084.277664261788,0.00806436048666008,0.028503438480172512,0.028514914869536053,7.7001953125,86.80723248534741,-36.31185488913011,61.02510065008604,53.37452037813822,60.021852389772015,55.051873162392546,61.51026813825799,0.5961216307941005,0.5324441871911536,0.6336355920559642
1491,0,0.006050221207523521,-0.0018318178068531532,-0.006872244968150865,-0.00034540133484917135,0.002955317785461098,0.006987285393105225,1.0,9181.225681862961,9095.590429872027,0.021204594762523503,0.033851755480037715,0.03327926617819789,-0.849609375,85.6352519909342,-14.493442931061598,62.20183202174124,74.79791721086042,76.69817655870655,59.77819813682467,62.94940787404252,0.7645938340428342,0.5825889349959493,0.6585924459759637
1492,0,-0.003632110499891761,0.006050221207523521,-0.0018318178068531532,-0.006872244968150865,-0.00034540133484917135,0.002955317785461098,-1.0,9184.644837778274,9103.580042126878,0.011279271363834244,0.012815031948112688,0.03447907575458378,-61.7001953125,81.06479565139671,-28.264872743229688,65.1883325438424,54.31381563767269,65.22323471651768,66.22586069823079,63.46042759757901,0.6486684829450236,0.6509965063798827,0.6674542988408534
1493,0,-0.005720723153564311,-0.003632110499891761,0.006050221207523521,-0.0018318178068531532,-0.006872244968150865,-0.00034540133484917135,-1.0,9179.437909610464,9107.077802316555,0.0007655460694154199,0.007264882156890883,0.030541939641756968,-111.150390625,72.3601072939091,-49.388399573721166,64.29655487133009,9.545775054057689,51.009224946779156,56.08604948601042,61.54042425164207,0.5050717575127023,0.5434164566000593,0.6341585445516864
1494,0,-0.0012567207506942735,-0.005720723153564311,-0.003632110499891761,0.006050221207523521,-0.0018318178068531532,-0.006872244968150865,-1.0,9173.262816545392,9109.464617306996,-0.0037553013012672025,-0.0015731770014025877,0.021630262718220918,-59.0,63.79819923839568,-54.00224109829488,61.023680888486076,-19.338686785565944,44.75405301712215,53.011332780881396,58.63607359909623,0.44187901875243873,0.5107947273317683,0.5837927231059125
1495,0,-0.003736545992832463,-0.0012567207506942735,-0.005720723153564311,-0.003632110499891761,0.006050221207523521,-0.0018318178068531532,-1.0,9162.783981788409,9109.145044960182,-0.007477815438070582,-0.0059933532276654385,0.023079343872018876,-76.2998046875,53.63893682822709,-86.9394593452372,69.21388281168794,-17.741990668666855,40.5379849137931,56.104288683166445,59.26562243943182,0.3992862821745711,0.5436099684610716,0.5947100496539114
1496,1,-0.00018125901870869043,-0.003736545992832463,-0.0012567207506942735,-0.005720723153564311,-0.003632110499891761,0.006050221207523521,-1.0,9153.663369205577,9108.726893481651,-0.01454338564233128,-0.0025583427331831495,0.023146843775350284,-133.5,44.93647572392547,-85.73604559748428,66.03197968679622,-58.89251359296594,27.612188041086796,50.30887573700097,59.29503481456474,0.2687036995963893,0.4821225501853037,0.5952201046064503
1497,0,0.003614037526775471,-0.00018125901870869043,-0.003736545992832463,-0.0012567207506942735,-0.005720723153564311,-0.003632110499891761,1.0,9151.007526347026,9110.776782158935,-0.013896158677605113,0.0016335460861700377,0.01929504728022537,-67.0498046875,40.230744188091194,-69.18238993710692,62.727715728556724,-28.931468158379694,28.93835507019483,49.13356005388234,58.045313347512874,0.2821012732466941,0.4696528387626172,0.573548049198364
1498,1,-0.0018606890321317682,0.003614037526775471,-0.00018125901870869043,-0.003736545992832463,-0.0012567207506942735,-0.005720723153564311,-1.0,9146.1448900821,9111.415567971235,-0.015390905984319034,0.00985002888988547,0.01928042030966992,-31.3994140625,34.729322110864814,-77.73584905660377,67.01740571474916,-33.63702050402779,27.688258329588493,43.4368425521477,58.021011562898465,0.26947219803620265,0.4092125465726008,0.573126619594597
1499,1,0.010806610135114969,-0.0018606890321317682,0.003614037526775471,-0.00018125901870869043,-0.003736545992832463,-0.0012567207506942735,1.0,9157.191860117546,9119.307021848366,0.002136306822157075,0.014488889146832171,0.03290458602374158,78.650390625,37.884838269179454,-28.151041666666668,72.2150849527826,34.477916293881286,52.77274055129611,54.31136800513618,62.75354573832791,0.5228876356610745,0.5245876719156181,0.6551959010901928
1500,1,0.00961704198701141,0.010806610135114969,-0.0018606890321317682,0.003614037526775471,-0.00018125901870869043,-0.003736545992832463,1.0,9180.177667695616,9133.180546850339,0.013630680491671546,0.021804963699494948,0.0425226402346813,201.44921875,46.997120845277095,-1.1111250192976088,74.75307362574493,134.0935314150117,64.68374822687721,56.39951131004542,65.34108669089395,0.6432183323835486,0.5467421830783904,0.7000677644398651
1501,0,0.004862141050359314,0.00961704198701141,0.010806610135114969,-0.0018606890321317682,0.003614037526775471,-0.00018125901870869043,1.0,9206.588735646292,9149.3782551855,0.012433648303020461,0.033901893539229254,0.04670630460513681,248.349609375,57.21048046079159,-5.191163578202065,73.53938255897896,165.22073419518995,63.809031773242836,57.809338836287125,66.36598935118197,0.6343815283811282,0.561699987743556,0.7178411226058692
1502,0,-0.001037144431864756,0.004862141050359314,0.00961704198701141,0.010806610135114969,-0.0018606890321317682,0.003614037526775471,-1.0,9227.444374873785,9163.657672625463,0.01507045644503436,0.02651971157668899,0.028078616773962804,205.75,63.7867022483224,-8.561643835616438,69.66746488444844,143.9784562876594,67.69139551627151,57.14034816207221,61.268415967981234,0.6736030238962775,0.5546022175259467,0.6294415105962222
1503,0,-0.004078352878555069,-0.001037144431864756,0.004862141050359314,0.00961704198701141,0.010806610135114969,-0.0018606890321317682,-1.0,9239.229825614357,9174.057089815242,0.01674717000381733,0.017525536803403005,0.024133718377247367,184.6494140625,65.17273579911489,-21.60978970462329,68.43185498318864,97.57038485314125,70.30074409844039,59.86384023726849,59.385309702846456,0.6999639113573682,0.5834975694109462,0.5967856073463651
1504,0,0.0010479307618374012,-0.004078352878555069,-0.001037144431864756,0.004862141050359314,0.00961704198701141,0.010806610135114969,1.0,9250.702130087147,9184.408402028,0.019093366420751386,0.015266363775718763,0.01749015217441632,95.849609375,66.29372805914682,-18.270748608732877,70.32752952709683,89.26780769549299,73.22336476777676,62.510615828846994,57.21885810101523,0.7294896232849774,0.6115789847291004,0.5592160685397833
1505,0,-0.00019858805361794296,0.0010479307618374012,-0.004078352878555069,-0.001037144431864756,0.004862141050359314,0.00961704198701141,-1.0,9260.124909352586,9193.855942271297,0.022712398567345877,0.015064744004632783,0.01658292191241881,5.3505859375,66.26896708128879,-18.904176476883563,67.33711413181724,85.66203483388828,80.110681063926,57.885360265485815,56.87706471990549,0.7990685867980921,0.5625065500124543,0.553288855725714
1506,0,0.005149318274558334,-0.00019858805361794296,0.0010479307618374012,-0.004078352878555069,-0.001037144431864756,0.004862141050359314,1.0,9275.474983394495,9206.155531038237,0.028165034396111385,0.013212033796927933,0.02553463585185109,8.05078125,69.3194523562579,-2.482876712328767,65.5188582892416,100.88293765644421,82.89721640287482,65.97573598776229,60.411969200913084,0.8272194996268128,0.6483427657687227,0.6145894317295904
1507,1,-0.007970232889681239,0.005149318274558334,-0.00019858805361794296,0.0010479307618374012,-0.004078352878555069,-0.001037144431864756,-1.0,9276.98649436265,9212.01806982707,0.016297382743349118,0.00217475304911276,0.017957551355314367,-56.8505859375,64.9684245355802,-30.40239847863491,70.79629176734272,64.84132062800317,67.25772094360423,63.14504522045209,56.89161416394326,0.6692218359312273,0.6183100711470016,0.5535411650327527
1508,0,0.0030962920535411165,-0.007970232889681239,0.005149318274558334,-0.00019858805361794296,0.0010479307618374012,-0.004078352878555069,1.0,9282.688542104936,9219.575976113028,0.021344540838738154,0.005625123033091645,0.031404814072526537,10.0,63.112565991907104,-20.8809298956002,68.47683828169703,64.93017193271336,71.96205251385568,66.52171022746158,62.592119161305874,0.7167472435944603,0.654135372224212,0.6523965207372152
1509,1,0.0003006001413146109,0.0030962920535411165,-0.007970232889681239,0.005149318274558334,-0.00019858805361794296,0.0010479307618374012,1.0,9287.944090915715,9226.781430428731,0.010729002865820668,0.012888230129994939,0.02537334334583176,3.0498046875,61.16266048698344,-19.953686334881436,63.51325984413742,62.61595692745721,64.23425170842505,71.2763033919598,60.74273550399844,0.6386773035543454,0.7045800361941954,0.6203254183766823
1510,0,0.009708238203339103,0.0003006001413146109,0.0030962920535411165,-0.007970232889681239,0.005149318274558334,-0.00019858805361794296,1.0,9306.306508419066,9240.153161855307,0.010820299522831055,0.0245984680601225,0.032861199460639,95.349609375,66.15334656375853,-2.2853359854294477,68.0982106149191,100.16439573570621,64.41869114969755,75.90823007773527,63.106492200242386,0.6405405990097689,0.7537232493174998,0.6613165251495225
1511,0,0.0016051987553300506,0.009708238203339103,0.0003006001413146109,0.0030962920535411165,-0.007970232889681239,0.005149318274558334,1.0,9324.167105681518,9253.652956578988,0.007544045744627306,0.02007149405921836,0.04170169671954599,62.5,70.5141491025297,-7.806015337870292,64.79852732459655,114.03826721954312,61.056356134529906,75.15391380826738,67.23791213352149,0.606572682439708,0.7457202027004892,0.7329615789224371
1512,1,-0.002281796475279485,0.0016051987553300506,0.009708238203339103,0.0003006001413146109,0.0030962920535411165,-0.007970232889681239,-1.0,9335.972226442052,9264.56017391573,0.006288702016503243,0.021453932071373114,0.032975188156861644,115.6005859375,71.41205252632244,-15.541989669995088,64.85208305631701,87.17110078608921,58.8786039812038,74.56369982547993,64.15567497450346,0.5845719885407501,0.7394582271745053,0.679510937117683
1513,1,0.004733589140501593,-0.002281796475279485,0.0016051987553300506,0.009708238203339103,0.0003006001413146109,0.0030962920535411165,1.0,9352.807328624045,9277.955745523825,0.01519237202129827,0.032193971262117524,0.032984163299691525,131.3505859375,74.85158310022052,-2.6210581742301615,62.65175323214142,98.38601940789593,70.95629008672486,71.91445319483256,64.20632635281152,0.7065865504868527,0.7113505949475277,0.6803893084237131
1514,1,0.007077477566896029,0.004733589140501593,-0.002281796475279485,0.0016051987553300506,0.009708238203339103,0.0003006001413146109,1.0,9377.336970374192,9295.310875485024,0.021307114118195122,0.04080730507617397,0.03689876004905301,195.400390625,82.02609488916823,-2.0016980275238416,63.871493426189225,118.28496185513127,75.16164580315242,70.68291552245022,65.40877092220398,0.749071065408373,0.698284386777799,0.7012415111105255
1515,0,0.0014192225814082526,0.007077477566896029,0.004733589140501593,-0.002281796475279485,0.0016051987553300506,0.009708238203339103,1.0,9400.169744162777,9312.38044026391,0.022959723817586965,0.04619359278327406,0.03837035018394876,118.4501953125,87.78930389886591,-2.6073961725476202,61.555294302697334,116.01043495753703,76.32996187566899,68.68287974484336,65.82875601842987,0.7608739531931064,0.6770646673951483,0.7085246862146946
1516,0,-0.010109419697924005,0.0014192225814082526,0.007077477566896029,0.004733589140501593,-0.002281796475279485,0.0016051987553300506,-1.0,9404.67442895504,9321.052273971214,0.0074306137656296005,0.035804931654034165,0.02074082108276095,7.0498046875,83.62215498382648,-39.26521538713179,67.70130714567102,69.95594296881062,57.65375976614975,57.907577014731565,58.3734152526676,0.5721980264219861,0.5627422623881366,0.5792378311661701
1517,0,-0.00016435790585866972,-0.010109419697924005,0.0014192225814082526,0.007077477566896029,0.004733589140501593,-0.002281796475279485,-1.0,9408.247653827342,9328.966949278902,0.015357671689341783,0.0319053442862588,0.01756582388178821,27.0,79.28070454844055,-39.85516943985963,74.00779952624822,63.25590535742717,68.69927340434523,62.013826657143234,57.276347156367066,0.6837850884021817,0.6063082156089065,0.5602130154801945
1518,0,0.001097763971423804,-0.00016435790585866972,-0.010109419697924005,0.0014192225814082526,0.007077477566896029,0.004733589140501593,1.0,9412.863399392367,9337.061990073056,0.013334714535238315,0.03496387873294678,0.01903484697820183,-7.150390625,75.80140931931055,-36.20481611667803,73.5734262560818,71.64489867841533,67.1122066473094,62.05796360952624,57.832072752450955,0.6677517809087515,0.6067764941039508,0.5698501356125976
1519,0,-0.00552004973114717,0.001097763971423804,-0.00016435790585866972,-0.010109419697924005,0.0014192225814082526,0.007077477566896029,-1.0,9408.75370573585,9340.698167891718,0.007438220445274407,0.01824702799956903,0.020422316072125676,-126.099609375,68.05553784413132,-56.19702159233139,74.17027671360422,20.166885194788428,58.40622423547473,56.55131740275328,58.431746593926626,0.579799782404262,0.5483527956103782,0.5802493846147764
1520,1,-0.0027274851639997877,-0.00552004973114717,0.001097763971423804,-0.00016435790585866972,-0.010109419697924005,0.0014192225814082526,-1.0,9401.33772095918,9342.16865950622,-0.004969545031051871,0.005796982526051007,0.019506679834350955,-165.2001953125,59.169061452959795,-66.020745426338,76.314239818457,-7.963211917747281,43.270468896723514,50.05969425768171,57.97629527053592,0.42689114235135517,0.4794788169452738,0.5723511716317711
